"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1682259";"PHELLINSTATIN";"None";"734.62";"4";"5.46";"1";"O=c1cc(O)cc([C@H]2c3c(cc(/C=C/c4cc(O)c(O)cc4-c4c(O)cc(/C=C/c5ccc(O)c(O)c5)oc4=O)oc3=O)O[C@@H]2c2ccc(O)c(O)c2)o1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"7.11";"0.13";"-0.24";"2.00";"0";"CHEMBL1686899";"Inhibition of Staphylococcus aureus enoyl-ACP reductase assessed as increase of NADPH level";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1681723";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"6.0"
"CHEMBL44416";"";"None";"334.42";"0";"3.14";"5";"Cc1cc(/C=C/C(=O)N(C)Cc2cc3ccccc3n2C)cnc1N";"IC50";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"18.06";"0.33";"2.90";"9.42";"0";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.91"
"CHEMBL5899142";"";"None";"405.52";"0";"3.91";"BDBM316940";"Cc1cscc1C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"1450.0";"nM";"5.84";"";"619745";"UO_0000065";"14.40";"0.27";"1.93";"9.37";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1450.0"
"CHEMBL6035574";"";"None";"380.45";"0";"1.47";"BDBM316944";"CN(C)C(=O)C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"4250.0";"nM";"5.37";"";"619749";"UO_0000065";"14.12";"0.26";"3.90";"6.50";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"4250.0"
"CHEMBL5805357";"";"None";"383.45";"0";"2.88";"BDBM316949";"O=C1CCc2cc(C#CC(=O)N3CC4C=C(c5ccccc5)CC4C3)cnc2N1";"IC50";"'='";"2080.0";"nM";"5.68";"";"619754";"UO_0000065";"14.82";"0.27";"2.80";"9.12";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"2080.0"
"CHEMBL5840307";"";"None";"None";"None";"None";"BDBM316900";"";"IC50";"'='";"1030.0";"nM";"5.99";"";"619705";"UO_0000065";"";"";"";"";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1030.0"
"CHEMBL5801710";"";"None";"422.92";"0";"3.23";"BDBM316903";"O=C1CCc2cc(/C=C/C(=O)N3C[C@@H]4CN(c5ccccc5Cl)C[C@@H]4C3)cnc2N1";"IC50";"'='";"1040.0";"nM";"5.98";"";"619708";"UO_0000065";"14.15";"0.27";"2.75";"9.13";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1040.0"
"CHEMBL5840988";"";"None";"391.50";"0";"3.60";"BDBM316928";"O=C1CCc2cc(/C=C/C(=O)N3C[C@H]4CC(c5ccsc5)=C[C@H]4C3)cnc2N1";"IC50";"'='";"1170.0";"nM";"5.93";"";"619733";"UO_0000065";"15.15";"0.29";"2.33";"9.52";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1170.0"
"CHEMBL3623402";"";"None";"327.77";"0";"4.89";"15g";"Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccc[nH]2)cc1=O";"IC50";"'='";"5820.0";"nM";"5.24";"";"";"UO_0000065";"15.97";"0.31";"0.35";"9.48";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"5.82"
"CHEMBL435958";"";"None";"284.34";"0";"3.36";"22";"O=C(O)c1cccc(Cn2cnc(-c3ccsc3)c2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"100.0"
"CHEMBL6020252";"";"None";"389.46";"0";"2.27";"BDBM316901";"Cn1nccc1C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"1230.0";"nM";"5.91";"";"619706";"UO_0000065";"15.18";"0.28";"3.64";"7.38";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1230.0"
"CHEMBL65220";"";"None";"302.30";"0";"4.62";"30";"FC(F)(F)c1ccc(-c2cn(Cc3ccccc3)cn2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"100.0"
"CHEMBL3623426";"";"None";"321.38";"0";"4.36";"16k";"Cc1ccc(Oc2c[nH]c(COc3ccccc3)cc2=O)c(C)c1";"IC50";"'='";"1140.0";"nM";"5.94";"";"";"UO_0000065";"18.49";"0.34";"1.58";"11.58";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"1.14"
"CHEMBL3623423";"";"None";"381.86";"1";"5.52";"16h";"Cc1cc(Cl)ccc1Oc1cn(C2CC2)c(COc2ccccc2)cc1=O";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"16.57";"0.32";"0.81";"15.64";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.47"
"CHEMBL5953600";"";"None";"399.49";"0";"3.63";"BDBM316927";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=C(Cc5ccccc5)CC4C3)cnc2N1";"IC50";"'='";"1500.0";"nM";"5.82";"";"619732";"UO_0000065";"14.58";"0.27";"2.19";"9.35";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1500.0"
"CHEMBL1652621";"AFN-1252";"2.0";"375.43";"0";"3.69";"AFN-1252";"Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"20.08";"0.37";"3.85";"9.99";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.029"
"CHEMBL4210599";"";"None";"331.36";"0";"3.53";"5";"COc1ccccc1C1CCN(C(=O)Cc2cccc(F)c2F)C1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"16.67";"0.31";"1.99";"18.70";"0";"CHEMBL4182166";"Inhibition of Staphylococcus aureus subsp. aureus Rosenbach ATCC 43300 FabI using crotonyl-CoA as substrate in presence of NADPH/NADH after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4177701";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"3.0"
"CHEMBL3322712";"";"None";"377.44";"0";"2.83";"AEA10";"Cc1ccc(OCC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)cc1";"IC50";"'='";"921.0";"nM";"6.04";"";"";"UO_0000065";"15.99";"0.29";"3.21";"8.44";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.921"
"CHEMBL3322716";"";"None";"390.47";"0";"3.22";"AEA14";"O=C1CCc2cc(/C=C/C(=O)N3CC(c4nc5ccccc5s4)C3)cnc2N1";"IC50";"'='";"373.0";"nM";"6.43";"";"";"UO_0000065";"16.46";"0.31";"3.21";"8.55";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.373"
"CHEMBL66526";"";"None";"254.36";"0";"3.97";"1";"Cc1ccc(Cn2cnc(-c3cccs3)c2)cc1";"IC50";"'='";"1240.0";"nM";"5.91";"";"";"UO_0000065";"23.22";"0.45";"1.94";"33.15";"0";"CHEMBL677571";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) of Staphylococcus aureus in the presence of NADH using crotonoyl CoA as substrate";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.24"
"CHEMBL302497";"";"None";"412.49";"0";"4.60";"29";"COc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"15.59";"0.28";"1.83";"11.76";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.37"
